timestamp,cmd_torque,cmd_torque_clamped,target_position,position,velocity,estimated_torque,valid
0.040004,1.731889,1.731889,0.000000,-6.011471,4.020386,0.514145,1
0.041004,1.629863,1.629863,0.000000,-6.007252,4.106326,0.447218,1
0.042004,1.518019,1.518019,0.000000,-6.003034,4.368175,0.499100,1
0.043004,1.399762,1.399762,0.000000,-5.998815,4.529313,0.461226,1
0.044004,1.279284,1.279284,0.000000,-5.994213,4.542741,0.467452,1
0.045005,1.160567,1.160567,0.000000,-5.989994,4.401746,0.530747,1
0.046008,1.047959,1.047959,0.000000,-5.985009,4.604511,0.601306,1
0.047008,0.946448,0.946448,0.000000,-5.980407,4.506485,0.561876,1
0.048011,0.859467,0.859467,0.000000,-5.975805,4.789819,0.483535,1
0.049009,0.791410,0.791410,0.000000,-5.970819,4.856960,0.406751,1
0.050009,0.744726,0.744726,0.000000,-5.966217,4.702536,0.396374,1
0.051008,0.722018,0.722018,0.000000,-5.961231,4.827418,0.351756,1
0.052008,0.724818,0.724818,0.000000,-5.956246,4.964385,0.272378,1
0.053013,0.754078,0.754078,0.000000,-5.951260,5.012726,0.207007,1
0.054004,0.808623,0.808623,0.000000,-5.946274,4.938871,0.265633,1
0.055003,0.888420,0.888420,0.000000,-5.940905,5.118809,0.272897,1
0.056004,0.991078,0.991078,0.000000,-5.935920,5.202063,0.311808,1
0.057004,1.113768,1.113768,0.000000,-5.930551,5.211463,0.377697,1
0.058004,1.252888,1.252888,0.000000,-5.925565,5.232948,0.493912,1
0.059004,1.404291,1.404291,0.000000,-5.920580,5.090609,0.392224,1
0.060003,1.563580,1.563580,0.000000,-5.915210,5.220862,0.428541,1
0.061004,1.726081,1.726081,0.000000,-5.909841,5.351115,0.432173,1
0.062004,1.886691,1.886691,0.000000,-5.904472,5.396771,0.446181,1
0.063011,2.042105,2.042105,0.000000,-5.898720,5.459883,0.433729,1
0.064008,2.185312,2.185312,0.000000,-5.893351,5.555223,0.423353,1
0.065009,2.314561,2.314561,0.000000,-5.887598,5.634449,0.473678,1
0.066009,2.425757,2.425757,0.000000,-5.881845,5.803644,0.508957,1
0.067008,2.516681,2.516681,0.000000,-5.875709,5.774102,0.598712,1
0.068009,2.585702,2.585702,0.000000,-5.869957,5.925840,0.711814,1
0.069009,2.631888,2.631888,0.000000,-5.863821,6.092349,0.733085,1
0.070008,2.655313,2.655313,0.000000,-5.857684,6.180975,0.757988,1
0.071004,2.656954,2.656954,0.000000,-5.851165,6.418653,0.701956,1
0.072004,2.638464,2.638464,0.000000,-5.844645,6.462966,0.688467,1
0.073004,2.602111,2.602111,0.000000,-5.838126,6.626789,0.668233,1
0.074004,2.550932,2.550932,0.000000,-5.831222,6.703330,0.655782,1
0.075004,2.488128,2.488128,0.000000,-5.824319,6.992035,0.643330,1
0.076004,2.417329,2.417329,0.000000,-5.817033,7.084689,0.716483,1
