timestamp,cmd_torque,cmd_torque_clamped,target_position,position,velocity,estimated_torque,valid
8.830008,-0.331798,-0.331798,0.000000,-4.741296,-1.934996,-0.451888,1
8.831008,-0.176818,-0.176818,0.000000,-4.743213,-1.965880,-0.385998,1
8.832008,-0.034637,-0.034637,0.000000,-4.745131,-1.892026,-0.331523,1
8.833006,0.090082,0.090082,0.000000,-4.747048,-1.905454,-0.307138,1
8.834004,0.194541,0.194541,0.000000,-4.748966,-2.031678,-0.170171,1
8.835003,0.276011,0.276011,0.000000,-4.750883,-1.823542,-0.073153,1
8.836003,0.332378,0.332378,0.000000,-4.753185,-2.016907,-0.104801,1
8.837004,0.362587,0.362587,0.000000,-4.755102,-2.007508,-0.084048,1
8.838003,0.366492,0.366492,0.000000,-4.757020,-1.882626,-0.011933,1
8.839003,0.344937,0.344937,0.000000,-4.758937,-1.944395,0.022309,1
8.840003,0.299596,0.299596,0.000000,-4.760855,-1.890683,0.015564,1
8.841004,0.232916,0.232916,0.000000,-4.762772,-2.016907,0.020753,1
8.842004,0.148135,0.148135,0.000000,-4.764306,-1.836970,0.044618,1
8.843004,0.048991,0.048991,0.000000,-4.766224,-1.779229,0.031129,1
8.844003,-0.060390,-0.060390,0.000000,-4.768141,-1.806085,-0.012970,1
8.845008,-0.176277,-0.176277,0.000000,-4.770059,-1.846370,-0.024903,1
8.846008,-0.293019,-0.293019,0.000000,-4.771976,-1.818171,-0.052919,1
8.847010,-0.407373,-0.407373,0.000000,-4.773510,-1.823542,-0.114658,1
8.848008,-0.514403,-0.514403,0.000000,-4.775428,-1.730888,-0.141636,1
8.849009,-0.611723,-0.611723,0.000000,-4.776962,-1.909482,-0.187292,1
8.850008,-0.695706,-0.695706,0.000000,-4.778879,-1.671804,-0.227760,1
8.851008,-0.764595,-0.764595,0.000000,-4.780797,-1.830256,-0.283273,1
8.852012,-0.817104,-0.817104,0.000000,-4.782715,-1.799371,-0.343455,1
8.853006,-0.851973,-0.851973,0.000000,-4.784632,-1.882626,-0.339824,1
8.854003,-0.870185,-0.870185,0.000000,-4.786550,-1.906796,-0.354350,1
8.855003,-0.872565,-0.872565,0.000000,-4.788467,-2.080020,-0.350719,1
8.856004,-0.860794,-0.860794,0.000000,-4.790385,-1.960509,-0.379772,1
8.857004,-0.837207,-0.837207,0.000000,-4.792302,-2.053163,-0.383923,1
8.858004,-0.804698,-0.804698,0.000000,-4.794220,-1.878597,-0.418683,1
8.859004,-0.766370,-0.766370,0.000000,-4.796137,-2.004822,-0.429579,1
8.860004,-0.725579,-0.725579,0.000000,-4.798438,-2.124332,-0.442549,1
8.861004,-0.685637,-0.685637,0.000000,-4.800356,-2.082705,-0.436323,1
8.862011,-0.649479,-0.649479,0.000000,-4.802657,-1.975280,-0.385998,1
8.863008,-0.620520,-0.620520,0.000000,-4.804958,-2.198187,-0.371471,1
8.864008,-0.600616,-0.600616,0.000000,-4.807259,-2.404981,-0.342418,1
8.865008,-0.591605,-0.591605,0.000000,-4.809560,-2.143132,-0.261483,1
8.866025,-0.594668,-0.594668,0.000000,-4.811478,-2.167302,-0.220496,1
8.867019,-0.609822,-0.609822,0.000000,-4.813779,-2.371410,-0.188330,1
8.868015,-0.636536,-0.636536,0.000000,-4.816463,-2.478835,-0.189886,1
8.869012,-0.673500,-0.673500,0.000000,-4.818764,-2.281442,-0.192480,1
8.870011,-0.718799,-0.718799,0.000000,-4.820682,-2.179388,-0.170171,1
8.871020,-0.770174,-0.770174,0.000000,-4.823366,-2.480178,-0.159795,1
8.872007,-0.822668,-0.822668,0.000000,-4.825667,-2.431837,-0.183142,1
8.873004,-0.874383,-0.874383,0.000000,-4.827968,-2.477493,-0.226203,1
8.874004,-0.921037,-0.921037,0.000000,-4.830653,-2.486892,-0.222053,1
8.875003,-0.958474,-0.958474,0.000000,-4.833337,-2.414380,-0.194037,1
8.876004,-0.982835,-0.982835,0.000000,-4.835639,-2.602374,-0.295724,1
8.877004,-0.990479,-0.990479,0.000000,-4.838323,-2.750084,-0.371471,1
8.878003,-0.978269,-0.978269,0.000000,-4.841391,-2.492264,-0.399487,1
8.879003,-0.943630,-0.943630,0.000000,-4.843692,-2.789026,-0.407788,1
8.880003,-0.884685,-0.884685,0.000000,-4.846760,-2.704428,-0.417646,1
8.881004,-0.800351,-0.800351,0.000000,-4.849445,-2.692343,-0.424390,1
8.882003,-0.690615,-0.690615,0.000000,-4.852513,-2.711142,-0.424390,1
8.883003,-0.556020,-0.556020,0.000000,-4.855197,-2.897794,-0.436842,1
8.884007,-0.397803,-0.397803,0.000000,-4.857882,-2.864223,-0.450331,1
8.885007,-0.219433,-0.219433,0.000000,-4.860950,-2.900479,-0.400006,1
8.886009,-0.023208,-0.023208,0.000000,-4.863635,-2.982391,-0.286905,1
8.887006,0.185399,0.185399,0.000000,-4.866703,-3.068331,-0.221534,1
8.888007,0.403762,0.403762,0.000000,-4.869771,-2.921964,-0.170171,1
8.889009,0.626729,0.626729,0.000000,-4.872839,-2.987762,-0.092349,1
8.890008,0.848539,0.848539,0.000000,-4.875907,-3.069674,-0.026978,1
8.891013,1.065936,1.065936,0.000000,-4.878591,-2.872280,0.015564,1
8.892005,1.270460,1.270460,0.000000,-4.881659,-2.940764,0.080935,1
8.893004,1.461872,1.461872,0.000000,-4.884344,-2.982391,0.069002,1
8.894004,1.635280,1.635280,0.000000,-4.887412,-2.716514,0.147862,1
8.895003,1.787337,1.787337,0.000000,-4.890096,-2.712485,0.167058,1
8.896004,1.915817,1.915817,0.000000,-4.892398,-2.725913,0.210120,1
8.897004,2.019130,2.019130,0.000000,-4.895466,-2.597003,0.156682,1
8.898003,2.096788,2.096788,0.000000,-4.897767,-2.634602,0.164464,1
8.899003,2.149223,2.149223,0.000000,-4.900451,-2.494949,0.182623,1
8.900003,2.177632,2.177632,0.000000,-4.902369,-2.323069,0.233985,1
8.901009,2.184023,2.184023,0.000000,-4.904670,-2.328440,0.201819,1
8.902006,2.171128,2.171128,0.000000,-4.906971,-2.098819,0.216865,1
8.903006,2.142226,2.142226,0.000000,-4.908505,-1.776543,0.290017,1
8.904010,2.100842,2.100842,0.000000,-4.910422,-1.887997,0.399487,1
8.905010,2.051286,2.051286,0.000000,-4.912340,-1.599292,0.459670,1
8.906011,1.997274,1.997274,0.000000,-4.913490,-1.256874,0.504807,1
8.907007,1.943005,1.943005,0.000000,-4.914641,-1.162877,0.515702,1
8.908007,1.891563,1.891563,0.000000,-4.915791,-0.884915,0.479904,1
8.909010,1.846152,1.846152,0.000000,-4.916175,-0.729148,0.556169,1
8.910008,1.809722,1.809722,0.000000,-4.916558,-0.510269,0.528153,1
8.911014,1.783734,1.783734,0.000000,-4.916942,-0.331675,0.599750,1
8.912005,1.769732,1.769732,0.000000,-4.916558,0.150395,0.566546,1
8.913004,1.767655,1.767655,0.000000,-4.916558,0.149052,0.564989,1
8.914004,1.777215,1.777215,0.000000,-4.915791,0.394787,0.587817,1
8.915004,1.797241,1.797241,0.000000,-4.915408,0.495499,0.572253,1
8.916004,1.825869,1.825869,0.000000,-4.914641,0.808374,0.541124,1
8.917005,1.860631,1.860631,0.000000,-4.913490,0.996368,0.490799,1
8.918004,1.898570,1.898570,0.000000,-4.912723,0.978912,0.490799,1
8.919004,1.936562,1.936562,0.000000,-4.911573,1.115879,0.454482,1
8.920003,1.971235,1.971235,0.000000,-4.910039,1.295816,0.444624,1
8.921012,1.999479,1.999479,0.000000,-4.908888,1.411298,0.431654,1
8.922006,2.017635,2.017635,0.000000,-4.906971,1.478439,0.438917,1
8.923006,2.023448,2.023448,0.000000,-4.905437,1.520066,0.500656,1
8.924006,2.014566,2.014566,0.000000,-4.903903,1.687918,0.470565,1
8.925019,1.988982,1.988982,0.000000,-4.902369,1.710746,0.497024,1
8.926015,1.946660,1.946660,0.000000,-4.900068,2.034364,0.494949,1
8.927012,1.887204,1.887204,0.000000,-4.897767,2.218329,0.503250,1
8.928010,1.811368,1.811368,0.000000,-4.895849,2.222358,0.544755,1
8.929010,1.720563,1.720563,0.000000,-4.893548,2.075991,0.644368,1
8.930009,1.617333,1.617333,0.000000,-4.891247,2.202216,0.612201,1
8.931019,1.503402,1.503402,0.000000,-4.888946,2.425123,0.608051,1
8.932006,1.386183,1.386183,0.000000,-4.886261,2.425123,0.631916,1
8.933005,1.265811,1.265811,0.000000,-4.883577,2.649373,0.626728,1
8.934004,1.147804,1.147804,0.000000,-4.880892,2.814539,0.548387,1
8.935004,1.036552,1.036552,0.000000,-4.878208,2.813196,0.516739,1
8.936004,0.936400,0.936400,0.000000,-4.875140,2.840052,0.492874,1
8.937004,0.851491,0.851491,0.000000,-4.872455,2.962249,0.457076,1
8.938003,0.785406,0.785406,0.000000,-4.869387,3.029389,0.430097,1
8.939003,0.741156,0.741156,0.000000,-4.866703,2.916593,0.415052,1
8.940003,0.721079,0.721079,0.000000,-4.863635,3.026704,0.354869,1
8.941012,0.726820,0.726820,0.000000,-4.860566,3.171728,0.262520,1
8.942008,0.758689,0.758689,0.000000,-4.857115,2.921964,0.236061,1
8.943007,0.816526,0.816526,0.000000,-4.854047,3.042817,0.226203,1
8.944007,0.899105,0.899105,0.000000,-4.850595,3.311380,0.152013,1
8.945008,1.004277,1.004277,0.000000,-4.847527,3.181127,0.211158,1
8.946009,1.129120,1.129120,0.000000,-4.844459,3.212012,0.258889,1
8.947007,1.269637,1.269637,0.000000,-4.841008,3.281838,0.263558,1
8.948007,1.422239,1.422239,0.000000,-4.837556,3.437605,0.338786,1
8.949008,1.582271,1.582271,0.000000,-4.834104,3.492660,0.384442,1
8.950007,1.744638,1.744638,0.000000,-4.830653,3.527573,0.506882,1
8.951012,1.905515,1.905515,0.000000,-4.826818,3.471175,0.564989,1
8.952005,2.057824,2.057824,0.000000,-4.823366,3.629627,0.604419,1
8.953004,2.199884,2.199884,0.000000,-4.819915,3.722282,0.547349,1
8.954003,2.327141,2.327141,0.000000,-4.815696,3.821650,0.595080,1
8.955003,2.436369,2.436369,0.000000,-4.811861,3.937132,0.582110,1
8.956003,2.525085,2.525085,0.000000,-4.808026,3.949217,0.630879,1
8.957004,2.591689,2.591689,0.000000,-4.803424,3.998901,0.622059,1
8.958005,2.635486,2.635486,0.000000,-4.799589,4.220466,0.580554,1
8.959003,2.656502,2.656502,0.000000,-4.795370,4.282235,0.568621,1
8.960003,2.655860,2.655860,0.000000,-4.790768,4.593768,0.557726,1
8.961011,2.635034,2.635034,0.000000,-4.786166,4.603168,0.653188,1
8.962008,2.596943,2.596943,0.000000,-4.781181,4.934843,0.654225,1
8.963007,2.544233,2.544233,0.000000,-4.776195,5.019440,0.707144,1
8.964007,2.480342,2.480342,0.000000,-4.771209,4.889187,0.779778,1
8.965008,2.408805,2.408805,0.000000,-4.765840,5.273232,0.841517,1
8.966008,2.333389,2.333389,0.000000,-4.760471,5.478683,0.764214,1
8.967007,2.257650,2.257650,0.000000,-4.755102,5.391400,0.713889,1
8.968005,2.184861,2.184861,0.000000,-4.749733,5.661306,0.708701,1
8.969005,2.117531,2.117531,0.000000,-4.743980,5.702933,0.607013,1
8.970003,2.058223,2.058223,0.000000,-4.737844,5.849300,0.627247,1
8.971004,2.008256,2.008256,0.000000,-4.732092,5.885556,0.514145,1
8.972003,1.968646,1.968646,0.000000,-4.725956,6.176946,0.530747,1
8.973004,1.939376,1.939376,0.000000,-4.720203,6.092349,0.524003,1
8.974003,1.919838,1.919838,0.000000,-4.713300,6.317942,0.649037,1
8.975003,1.908512,1.908512,0.000000,-4.706780,6.565020,0.697287,1
8.976004,1.903308,1.903308,0.000000,-4.700644,6.630818,0.660451,1
8.977003,1.901557,1.901557,0.000000,-4.693741,6.626789,0.599750,1
8.978003,1.900153,1.900153,0.000000,-4.687605,6.679159,0.573290,1
8.979007,1.895680,1.895680,0.000000,-4.680702,6.838954,0.551500,1
8.980007,1.884673,1.884673,0.000000,-4.673415,6.934294,0.498062,1
8.981023,1.863235,1.863235,0.000000,-4.666128,7.059175,0.497543,1
8.982018,1.829003,1.829003,0.000000,-4.658842,7.051119,0.540086,1
8.983017,1.778610,1.778610,0.000000,-4.651939,7.225684,0.766289,1
8.984012,1.710299,1.710299,0.000000,-4.644652,7.341166,0.642293,1
8.985010,1.621962,1.621962,0.000000,-4.636982,7.417707,0.555132,1
8.986010,1.512751,1.512751,0.000000,-4.629312,7.547960,0.512070,1
8.987005,1.383410,1.383410,0.000000,-4.621642,7.659413,0.503769,1
8.988003,1.233902,1.233902,0.000000,-4.613972,7.706412,0.439436,1
8.989004,1.065867,1.065867,0.000000,-4.606685,7.768181,0.426466,1
8.990003,0.882222,0.882222,0.000000,-4.598631,7.953490,0.455519,1
8.991004,0.685959,0.685959,0.000000,-4.590578,7.891720,0.540605,1
8.992003,0.481199,0.481199,0.000000,-4.582140,8.001831,0.488723,1
8.993004,0.271846,0.271846,0.000000,-4.574470,8.064943,0.426984,1
8.994004,0.063036,0.063036,0.000000,-4.566033,8.255623,0.222571,1
8.995006,-0.141233,-0.141233,0.000000,-4.557980,8.107913,0.187292,1
8.996004,-0.335009,-0.335009,0.000000,-4.549926,8.281137,0.172765,1
8.997004,-0.514957,-0.514957,0.000000,-4.541872,8.298593,0.221015,1
8.998004,-0.676492,-0.676492,0.000000,-4.534202,7.856807,0.319590,1
8.999008,-0.816867,-0.816867,0.000000,-4.526148,8.090457,0.231910,1
9.000008,-0.932036,-0.932036,0.000000,-4.517328,8.181768,0.176916,1
9.001024,-1.021850,-1.021850,0.000000,-4.509274,8.077029,0.051881,1
9.002016,-1.082018,-1.082018,0.000000,-4.501220,8.005860,-0.050844,1
9.003017,-1.114973,-1.114973,0.000000,-4.493167,7.969604,-0.091830,1
9.004012,-1.120875,-1.120875,0.000000,-4.485497,7.938719,0.008301,1
9.005010,-1.101551,-1.101551,0.000000,-4.477443,8.058229,0.140080,1
9.006016,-1.059005,-1.059005,0.000000,-4.469389,7.816523,0.089755,1
9.007004,-0.997756,-0.997756,0.000000,-4.461719,7.718497,0.013489,1
9.008005,-0.919821,-0.919821,0.000000,-4.454049,7.697012,-0.095981,1
9.009004,-0.830234,-0.830234,0.000000,-4.447146,7.573473,-0.143193,1
9.010003,-0.733294,-0.733294,0.000000,-4.438709,7.682241,-0.111026,1
9.011004,-0.633311,-0.633311,0.000000,-4.431806,7.514389,-0.095981,1
9.012003,-0.534928,-0.534928,0.000000,-4.424136,7.409650,0.031648,1
9.013005,-0.441853,-0.441853,0.000000,-4.416849,7.376080,0.174841,1
9.014004,-0.358368,-0.358368,0.000000,-4.409179,7.331767,0.117771,1
9.015004,-0.287031,-0.287031,0.000000,-4.401892,7.253883,0.077822,1
9.016012,-0.229898,-0.229898,0.000000,-4.394989,7.201514,-0.018677,1
9.017009,-0.189591,-0.189591,0.000000,-4.387319,7.239113,-0.068484,1
9.018008,-0.166075,-0.166075,0.000000,-4.380032,7.291482,-0.018677,1
9.019008,-0.159374,-0.159374,0.000000,-4.373129,7.061861,0.038392,1
9.020008,-0.168620,-0.168620,0.000000,-4.365843,7.265969,0.154088,1
9.021010,-0.192235,-0.192235,0.000000,-4.358939,6.885952,0.188849,1
9.022008,-0.227783,-0.227783,0.000000,-4.351653,7.196142,0.183142,1
9.023005,-0.272521,-0.272521,0.000000,-4.344750,6.958464,0.152532,1
9.024005,-0.323471,-0.323471,0.000000,-4.337847,6.963836,0.094424,1
9.025004,-0.377112,-0.377112,0.000000,-4.330560,7.098117,-0.019715,1
9.026004,-0.430193,-0.430193,0.000000,-4.323657,6.787927,-0.002075,1
9.027004,-0.479346,-0.479346,0.000000,-4.316754,7.029633,0.048769,1
9.028004,-0.521675,-0.521675,0.000000,-4.309851,7.002777,0.070040,1
9.029004,-0.554652,-0.554652,0.000000,-4.302947,6.971892,0.186254,1
9.030004,-0.576343,-0.576343,0.000000,-4.296428,6.781213,0.141636,1
9.031004,-0.585515,-0.585515,0.000000,-4.289525,6.861782,0.100650,1
9.032003,-0.581660,-0.581660,0.000000,-4.282622,6.875210,0.056551,1
9.033004,-0.565051,-0.565051,0.000000,-4.276102,6.649617,-0.047731,1
9.034003,-0.536799,-0.536799,0.000000,-4.269199,6.813440,-0.082492,1
9.035008,-0.498474,-0.498474,0.000000,-4.262679,6.646931,0.017640,1
9.036011,-0.452813,-0.452813,0.000000,-4.256160,6.534135,0.000000,1
9.037008,-0.403048,-0.403048,0.000000,-4.249256,6.445509,0.088717,1
9.038009,-0.352319,-0.352319,0.000000,-4.242737,6.485794,0.131260,1
9.039008,-0.304559,-0.304559,0.000000,-4.236601,6.433424,0.144230,1
9.040008,-0.263513,-0.263513,0.000000,-4.229698,6.567705,0.099094,1
9.041009,-0.232988,-0.232988,0.000000,-4.223561,6.346141,0.040986,1
9.042005,-0.216688,-0.216688,0.000000,-4.217042,6.418653,0.015564,1
9.043005,-0.217537,-0.217537,0.000000,-4.210906,6.280343,-0.026460,1
9.044003,-0.238175,-0.238175,0.000000,-4.204386,6.339427,0.012452,1
9.045004,-0.280579,-0.280579,0.000000,-4.198250,6.320627,0.088198,1
9.046004,-0.345810,-0.345810,0.000000,-4.191730,6.193060,0.161351,1
9.047004,-0.434088,-0.434088,0.000000,-4.185594,6.313913,0.174841,1
9.048004,-0.544840,-0.544840,0.000000,-4.179458,6.072207,0.179510,1
9.049004,-0.676465,-0.676465,0.000000,-4.173322,6.101749,0.115177,1
9.050004,-0.826553,-0.826553,0.000000,-4.167569,6.313913,0.044618,1
9.051004,-0.992071,-0.992071,0.000000,-4.161050,6.179632,-0.020753,1
9.052004,-1.169004,-1.169004,0.000000,-4.155297,6.033265,-0.122959,1
9.053004,-1.353304,-1.353304,0.000000,-4.149545,6.031922,-0.080935,1
9.054008,-1.540703,-1.540703,0.000000,-4.143409,5.851985,-0.106357,1
9.055008,-1.725038,-1.725038,0.000000,-4.137272,5.858699,-0.122440,1
9.056010,-1.902634,-1.902634,0.000000,-4.131520,5.904355,0.038392,1
9.057008,-2.067549,-2.067549,0.000000,-4.125767,5.771416,-0.033204,1
9.058008,-2.216465,-2.216465,0.000000,-4.120398,5.594165,-0.072115,1
9.059008,-2.345512,-2.345512,0.000000,-4.114646,5.625050,-0.189886,1
9.060008,-2.451439,-2.451439,0.000000,-4.109276,5.420942,-0.234504,1
9.061012,-2.532288,-2.532288,0.000000,-4.103907,5.353801,-0.361095,1
9.062004,-2.585512,-2.585512,0.000000,-4.098922,5.212806,-0.446181,1
9.063004,-2.611918,-2.611918,0.000000,-4.093936,5.155065,-0.451888,1
9.064003,-2.611293,-2.611293,0.000000,-4.089334,4.740135,-0.454482,1
9.065004,-2.584871,-2.584871,0.000000,-4.084348,4.928129,-0.406751,1
9.066004,-2.534725,-2.534725,0.000000,-4.080130,4.615253,-0.380810,1
9.067004,-2.463675,-2.463675,0.000000,-4.075911,4.282235,-0.315439,1
9.068004,-2.374992,-2.374992,0.000000,-4.071309,4.227180,-0.299356,1
9.069005,-2.272545,-2.272545,0.000000,-4.067091,4.088870,-0.354350,1
9.070003,-2.160590,-2.160590,0.000000,-4.063256,3.882076,-0.315439,1
9.071011,-2.042097,-2.042097,0.000000,-4.059421,3.930418,-0.356944,1
9.072007,-1.923465,-1.923465,0.000000,-4.055969,3.667226,-0.267708,1
9.073008,-1.806685,-1.806685,0.000000,-4.052517,3.170385,-0.309732,1
9.074008,-1.695846,-1.695846,0.000000,-4.049066,3.363750,-0.411420,1
9.075007,-1.593553,-1.593553,0.000000,-4.045998,3.205298,-0.358501,1
9.076008,-1.501906,-1.501906,0.000000,-4.042930,3.084445,-0.411420,1
9.077008,-1.422564,-1.422564,0.000000,-4.039862,3.042817,-0.364727,1
9.078008,-1.355988,-1.355988,0.000000,-4.036794,2.938078,-0.318552,1
9.079008,-1.302069,-1.302069,0.000000,-4.034493,2.930021,-0.288461,1
9.080008,-1.259839,-1.259839,0.000000,-4.031808,2.686972,-0.280160,1
9.081013,-1.227504,-1.227504,0.000000,-4.029123,2.670858,-0.235542,1
9.082004,-1.203312,-1.203312,0.000000,-4.026439,2.404981,-0.202338,1
9.083003,-1.183933,-1.183933,0.000000,-4.024521,2.395581,-0.161351,1
9.084003,-1.166533,-1.166533,0.000000,-4.022220,2.172674,-0.133335,1
9.085004,-1.147853,-1.147853,0.000000,-4.019919,2.144475,-0.113620,1
9.086004,-1.124642,-1.124642,0.000000,-4.018002,2.045106,-0.098056,1
9.087003,-1.093807,-1.093807,0.000000,-4.015701,2.010193,-0.020753,1
9.088003,-1.052566,-1.052566,0.000000,-4.013783,1.961852,-0.065371,1
9.089004,-0.998607,-0.998607,0.000000,-4.011866,1.873226,-0.022309,1
9.090004,-0.930295,-0.930295,0.000000,-4.010332,1.737602,-0.006226,1
9.091011,-0.845946,-0.845946,0.000000,-4.008798,1.716117,-0.040468,1
9.092008,-0.746898,-0.746898,0.000000,-4.006880,1.626148,-0.066927,1
9.093009,-0.632453,-0.632453,0.000000,-4.005346,1.451582,-0.099612,1
9.094008,-0.504752,-0.504752,0.000000,-4.003812,1.563036,-0.121921,1
9.095008,-0.365526,-0.365526,0.000000,-4.002278,1.348186,-0.094943,1
9.096008,-0.217679,-0.217679,0.000000,-4.001127,1.322672,-0.080416,1
9.097009,-0.064746,-0.064746,0.000000,-4.000360,1.013825,-0.024903,1
9.098008,0.089145,0.089145,0.000000,-3.998826,1.223304,0.020234,1
9.099008,0.240201,0.240201,0.000000,-3.997676,1.183020,0.046175,1
9.100008,0.383870,0.383870,0.000000,-3.996525,0.926542,0.121403,1
9.101014,0.516760,0.516760,0.000000,-3.995758,1.105136,0.146306,1
9.102007,0.632433,0.632433,0.000000,-3.994608,1.102451,0.202857,1
9.103006,0.729719,0.729719,0.000000,-3.993841,1.040681,0.262001,1
9.104004,0.804748,0.804748,0.000000,-3.992690,0.984283,0.283792,1
9.105005,0.855378,0.855378,0.000000,-3.991540,1.004425,0.269784,1
9.106004,0.879868,0.879868,0.000000,-3.990389,1.200476,0.350719,1
9.107004,0.877607,0.877607,0.000000,-3.989239,1.165563,0.372509,1
9.108004,0.848849,0.848849,0.000000,-3.988088,1.015168,0.228797,1
9.109004,0.794759,0.794759,0.000000,-3.986554,1.391156,0.222053,1
9.110008,0.717040,0.717040,0.000000,-3.985404,1.328043,0.194037,1
9.111011,0.618912,0.618912,0.000000,-3.983870,1.452925,0.163427,1
9.112008,0.504588,0.504588,0.000000,-3.982336,1.462325,0.153569,1
9.113009,0.377137,0.377137,0.000000,-3.980802,1.401898,0.135929,1
9.114006,0.242039,0.242039,0.000000,-3.979268,1.576464,0.158238,1
9.115006,0.103231,0.103231,0.000000,-3.977350,1.812799,0.133854,1
9.116007,-0.034265,-0.034265,0.000000,-3.976200,1.409955,0.131779,1
9.117007,-0.165487,-0.165487,0.000000,-3.974282,1.666433,0.091830,1
9.118006,-0.286176,-0.286176,0.000000,-3.972748,1.448897,0.114658,1
9.119004,-0.392414,-0.392414,0.000000,-3.971214,1.560350,0.113620,1
9.120004,-0.481319,-0.481319,0.000000,-3.969296,1.697317,0.106357,1
9.121004,-0.550163,-0.550163,0.000000,-3.968146,1.587207,0.111026,1
9.122004,-0.597145,-0.597145,0.000000,-3.966228,1.675832,0.056551,1
9.123004,-0.621558,-0.621558,0.000000,-3.964694,1.529466,0.062777,1
9.124004,-0.623453,-0.623453,0.000000,-3.963544,1.507981,0.130222,1
9.125004,-0.603742,-0.603742,0.000000,-3.962010,1.294473,0.079897,1
9.126004,-0.564144,-0.564144,0.000000,-3.960859,1.295816,0.026460,1
9.127004,-0.507139,-0.507139,0.000000,-3.959325,1.376385,0.015046,1
9.128004,-0.435636,-0.435636,0.000000,-3.958175,1.094394,0.008820,1
9.129008,-0.352765,-0.352765,0.000000,-3.957024,1.338786,0.017121,1
9.130008,-0.262959,-0.262959,0.000000,-3.955490,1.299844,0.011414,1
9.131010,-0.169325,-0.169325,0.000000,-3.954723,1.178991,0.048250,1
9.132008,-0.076367,-0.076367,0.000000,-3.953573,1.169591,0.045137,1
9.133009,0.013366,0.013366,0.000000,-3.952806,0.734519,0.100650,1
9.134008,0.096232,0.096232,0.000000,-3.952039,0.841945,0.119327,1
9.135008,0.170071,0.170071,0.000000,-3.950888,0.837916,0.142155,1
9.136013,0.233245,0.233245,0.000000,-3.950121,0.768090,0.166540,1
9.137004,0.283637,0.283637,0.000000,-3.949354,0.965484,0.177953,1
9.138004,0.322115,0.322115,0.000000,-3.948587,0.827174,0.223090,1
9.139003,0.348677,0.348677,0.000000,-3.947820,0.718406,0.229835,1
9.140004,0.364510,0.364510,0.000000,-3.946670,0.921171,0.257332,1
9.141004,0.371493,0.371493,0.000000,-3.945903,0.925199,0.262520,1
9.142004,0.372100,0.372100,0.000000,-3.945135,0.793603,0.274453,1
9.143004,0.369276,0.369276,0.000000,-3.944368,0.839259,0.311289,1
9.144004,0.366275,0.366275,0.000000,-3.943601,0.957427,0.318552,1
9.145004,0.366507,0.366507,0.000000,-3.942834,0.804346,0.325297,1
9.146011,0.373443,0.373443,0.000000,-3.941684,0.937284,0.298837,1
9.147008,0.390138,0.390138,0.000000,-3.940917,0.839259,0.287942,1
9.148008,0.419571,0.419571,0.000000,-3.939766,0.953398,0.269784,1
9.149008,0.464011,0.464011,0.000000,-3.938999,0.854030,0.287423,1
9.150008,0.525147,0.525147,0.000000,-3.938232,0.866115,0.259926,1
9.151009,0.604058,0.604058,0.000000,-3.937465,0.966826,0.261483,1
9.152008,0.700667,0.700667,0.000000,-3.936315,1.050081,0.250587,1
9.153010,0.814796,0.814796,0.000000,-3.935164,1.047395,0.315958,1
9.154008,0.944105,0.944105,0.000000,-3.934014,0.986969,0.302469,1
9.155008,1.086841,1.086841,0.000000,-3.932863,1.125278,0.285348,1
9.156012,1.240587,1.240587,0.000000,-3.932096,0.898343,0.315439,1
9.157004,1.398976,1.398976,0.000000,-3.930562,1.207190,0.281198,1
9.158004,1.561022,1.561022,0.000000,-3.929412,1.282388,0.331523,1
9.159003,1.721083,1.721083,0.000000,-3.927878,1.553636,0.302469,1
9.160003,1.874510,1.874510,0.000000,-3.926344,1.491867,0.318552,1
9.161004,2.016747,2.016747,0.000000,-3.925193,1.517380,0.334117,1
9.162004,2.143187,2.143187,0.000000,-3.923276,1.548265,0.382885,1
9.163004,2.250047,2.250047,0.000000,-3.921742,1.635548,0.439955,1
9.164004,2.333790,2.333790,0.000000,-3.919824,1.819514,0.461745,1
9.165004,2.391681,2.391681,0.000000,-3.917906,1.905454,0.491836,1
9.166011,2.421830,2.421830,0.000000,-3.915989,2.074648,0.514664,1
9.167008,2.422811,2.422811,0.000000,-3.913688,2.218329,0.538011,1
9.168008,2.394793,2.394793,0.000000,-3.911387,2.321726,0.585223,1
9.169008,2.338464,2.338464,0.000000,-3.909086,2.280099,0.622578,1
9.170008,2.255623,2.255623,0.000000,-3.906401,2.591632,0.642293,1
9.171008,2.148626,2.148626,0.000000,-3.903717,2.552690,0.684835,1
9.172008,2.020888,2.020888,0.000000,-3.901032,2.751427,0.749687,1
9.173006,1.876456,1.876456,0.000000,-3.898348,2.846767,0.742943,1
9.174005,1.719092,1.719092,0.000000,-3.895280,2.858852,0.649556,1
9.175004,1.553718,1.553718,0.000000,-3.892212,3.165014,0.640217,1
9.176004,1.384569,1.384569,0.000000,-3.889143,3.096530,0.613239,1
9.177004,1.216408,1.216408,0.000000,-3.885692,3.429548,0.558245,1
9.178003,1.053745,1.053745,0.000000,-3.882240,3.189184,0.508957,1
9.179004,0.900073,0.900073,0.000000,-3.878789,3.477889,0.471084,1
9.180004,0.758843,0.758843,0.000000,-3.875721,3.412091,0.379254,1
9.181004,0.632482,0.632482,0.000000,-3.871886,3.618885,0.284829,1
9.182016,0.521899,0.521899,0.000000,-3.868051,3.660512,0.226203,1
